player_name,player_id,year,xwoba,xba,xslg,xiso,xobp,brl,brl_percent,exit_velocity,hard_hit_percent,whiff_percent,sprint_speed,k_percent,bb_percent
Christian Encarnacion-Strand,687952,2023,,,,,,,,,,,55,,
Christian Arroyo,624414,2023,,,,,,,,,,,59,,
TJ Friedl,670770,2023,11,28,2,2,37,9,7,11,5,88,74,85,52
Rodolfo Castro,666801,2023,,,,,,,,,,,50,,
Matt Duffy,622110,2023,,,,,,,,,,,41,,
Stuart Fairchild,656413,2023,,,,,,,,,,,92,,
James McCann,543510,2023,,,,,,,,,,,20,,
Jordan Westburg,676059,2023,,,,,,,,,,,88,,
Salvador Perez,521692,2023,51,69,74,68,23,67,53,65,67,20,3,38,1
Christian Yelich,592885,2023,83,86,70,54,91,70,58,86,93,40,70,49,87
Sal Frelick,686217,2023,,,,,,,,,,,82,,
Henry Davis,680779,2023,,,,,,,,,,,72,,
Rob Refsnyder,608701,2023,,,,,,,,,,,41,,
Stone Garrett,656448,2023,,,,,,,,,,,79,,
Dansby Swanson,621020,2023,72,51,72,74,68,84,70,50,42,28,77,34,74
Amed Rosario,642708,2023,22,77,23,9,32,11,8,29,40,63,95,74,10
J.P. Crawford,641487,2023,68,59,25,16,93,26,16,29,21,86,35,65,96
Zack Short,670097,2023,,,,,,,,,,,70,,
Victor Caratini,605170,2023,,,,,,,,,,,7,,
Patrick Wisdom,621550,2023,,,,,,,,,,,58,,
Garrett Hampson,641658,2023,,,,,,,,,,,98,,
Alan Trejo,676701,2023,,,,,,,,,,,27,,
Trey Mancini,641820,2023,,,,,,,,,,,10,,
José Abreu,547989,2023,33,39,40,41,29,67,52,42,53,42,11,52,35
Josh Bell,605137,2023,72,64,71,68,72,81,64,65,61,46,17,53,72
William Contreras,661388,2023,62,51,56,58,68,73,58,81,87,35,30,60,74
Royce Lewis,668904,2023,,,,,,,,,,,73,,
Andrew Knizner,668800,2023,,,,,,,,,,,15,,
Ezequiel Tovar,678662,2023,13,39,25,25,5,63,47,23,21,17,70,23,2
Pete Alonso,624413,2023,91,35,93,97,76,97,91,55,46,43,18,42,68
Teoscar Hernández,606192,2023,63,56,79,82,26,92,88,81,90,3,82,9,13
Ha-Seong Kim,673490,2023,32,32,13,11,70,22,11,7,3,91,79,63,86
Cody Bellinger,641355,2023,53,74,57,44,52,42,27,22,10,77,75,87,36
José Caballero,676609,2023,,,,,,,,,,,90,,
Freddy Fermin,666023,2023,,,,,,,,,,,41,,
Tyler O'Neill,641933,2023,,,,,,,,,,,80,,
Nick Pratto,668472,2023,6,2,8,19,8,11,47,18,57,6,25,1,49
Kyle Higashioka,543309,2023,,,,,,,,,,,12,,
Tucupita Marcano,672779,2023,,,,,,,,,,,56,,
Dylan Carlson,666185,2023,,,,,,,,,,,58,,
Kolten Wong,543939,2023,,,,,,,,,,,34,,
Gary Sánchez,596142,2023,,,,,,,,,,,6,,
Elehuris Montero,660707,2023,,,,,,,,,,,32,,
Tyrone Taylor,621438,2023,,,,,,,,,,,86,,
Ian Happ,664023,2023,77,48,51,52,89,73,55,60,37,47,61,51,95
Yandy Díaz,650490,2023,95,98,84,61,97,77,59,98,97,86,31,86,79
Oscar Colás,693049,2023,,,,,,,,,,,38,,
Jacob Stallings,607732,2023,,,,,,,,,,,2,,
Nick Maton,665155,2023,,,,,,,,,,,47,,
Paul Goldschmidt,502671,2023,91,77,86,82,88,89,78,81,93,37,27,37,89
Gio Urshela,570482,2023,,,,,,,,,,,23,,
Matt Thaiss,642136,2023,,,,,,,,,,,4,,
Dominic Smith,642086,2023,42,53,32,27,54,50,31,7,9,79,14,88,42
Fernando Tatis Jr.,665487,2023,87,87,91,84,76,86,70,89,90,20,94,49,47
Andrew Vaughn,683734,2023,38,44,51,55,27,68,50,73,79,57,11,58,17
Manny Machado,592518,2023,58,48,72,74,37,85,68,77,75,59,24,76,47
Spencer Torkelson,679529,2023,78,47,84,87,61,97,89,87,94,52,51,30,67
Will Benson,666181,2023,,,,,,,,,,,88,,
Bryan Reynolds,668804,2023,84,87,85,77,78,87,72,75,82,32,61,54,47
Bryan De La Cruz,650559,2023,56,80,66,51,45,73,53,60,59,28,60,44,24
JJ Bleday,668709,2023,,,,,,,,,,,44,,
Anthony Santander,623993,2023,38,24,49,66,27,84,65,73,77,61,33,40,49
Zack Gelof,680869,2023,,,,,,,,,,,91,,
Matt Olson,621566,2023,96,66,97,98,92,100,96,99,99,30,22,40,95
Juan Soto,665742,2023,98,90,95,93,99,92,85,96,99,75,37,74,100
Nicky Lopez,670032,2023,,,,,,,,,,,57,,
Nick Castellanos,592206,2023,42,56,65,63,17,85,66,40,63,5,46,21,12
Spencer Steer,668715,2023,60,44,43,44,72,54,32,37,26,57,77,59,72
Casey Schmitt,669477,2023,,,,,,,,,,,67,,
Daniel Vogelbach,596129,2023,,,,,,,,,,,2,,
Joshua Palacios,641943,2023,,,,,,,,,,,72,,
Carlos Santana,467793,2023,27,28,22,25,41,54,32,39,22,68,17,82,76
Jeremy Peña,665161,2023,22,58,18,10,45,22,10,23,20,31,95,61,30
Corbin Carroll,682998,2023,72,74,64,52,79,63,40,63,51,71,99,66,54
Lourdes Gurriel Jr.,666971,2023,49,66,63,54,31,70,50,58,77,84,41,79,13
C.J. Cron,543068,2023,,,,,,,,,,,7,,
Eric Haase,606992,2023,,,,,,,,,,,68,,
Harold Castro,605612,2023,,,,,,,,,,,29,,
CJ Abrams,682928,2023,21,36,33,36,17,58,35,16,20,67,81,67,9
Brandon Nimmo,607043,2023,81,68,72,68,83,81,59,87,83,68,66,55,80
Andrés Giménez,665926,2023,16,32,17,14,27,40,22,1,4,48,93,74,9
Whit Merrifield,593160,2023,5,30,5,5,10,7,3,1,2,82,85,81,19
Luis Matos,682641,2023,,,,,,,,,,,60,,
Blake Sabol,666165,2023,8,1,17,48,2,30,74,44,35,5,52,2,33
Santiago Espinal,669289,2023,,,,,,,,,,,38,,
Mickey Moniak,666160,2023,,,,,,,,,,,83,,
Drew Waters,671221,2023,,,,,,,,,,,84,,
Kevin Newman,621028,2023,,,,,,,,,,,67,,
Justin Turner,457759,2023,63,59,66,63,58,42,23,55,37,91,9,77,44
Byron Buxton,621439,2023,35,4,48,78,20,50,90,84,74,19,94,8,71
Ryan Jeffers,680777,2023,,,,,,,,,,,30,,
Brandon Belt,474832,2023,63,4,62,83,64,54,91,37,45,12,23,1,97
Miguel Vargas,678246,2023,,,,,,,,,,,63,,
Vinnie Pasquantino,686469,2023,,,,,,,,,,,15,,
Travis d'Arnaud,518595,2023,,,,,,,,,,,21,,
Aaron Hicks,543305,2023,,,,,,,,,,,50,,
Bo Bichette,666182,2023,86,98,89,67,77,82,60,68,70,72,42,69,4
Rafael Devers,646240,2023,94,88,96,94,87,92,84,95,98,45,18,67,61
Alex Verdugo,657077,2023,56,86,43,26,71,32,18,49,29,94,48,88,38
Masataka Yoshida,807799,2023,51,80,48,37,49,54,31,42,49,86,23,93,17
Cavan Biggio,624415,2023,,,,,,,,,,,76,,
Gabriel Arias,672356,2023,21,16,39,56,12,26,63,77,77,1,69,4,44
Lane Thomas,657041,2023,38,51,60,61,22,82,60,35,50,63,94,26,10
Jordan Diaz,672478,2023,,,,,,,,,,,9,,
Nathaniel Lowe,663993,2023,67,64,39,30,86,54,30,59,53,74,49,43,90
Danny Jansen,643376,2023,,,,,,,,,,,44,,
Mike Trout,545361,2023,95,84,92,92,94,62,95,89,95,26,96,15,88
Brandon Crawford,543063,2023,,,,,,,,,,,15,,
Christian Walker,572233,2023,67,42,74,76,54,91,75,23,47,42,26,67,61
Travis Jankowski,608671,2023,,,,,,,,,,,89,,
Edmundo Sosa,624641,2023,,,,,,,,,,,93,,
Ketel Marte,606466,2023,70,69,51,41,81,68,46,77,60,75,57,82,80
Keibert Ruiz,660688,2023,45,82,48,34,45,45,25,16,12,97,8,99,12
Nolan Arenado,571448,2023,42,69,58,48,35,63,38,39,32,77,6,84,28
Jose Siri,642350,2023,17,4,65,85,1,48,87,32,30,1,98,1,12
Taylor Walls,670764,2023,6,1,1,7,23,2,8,11,7,39,73,24,89
Brian Anderson,605119,2023,35,18,27,41,37,30,66,19,26,11,25,12,70
Eduardo Escobar,500871,2023,,,,,,,,,,,42,,
Mitch Garver,641598,2023,89,51,87,87,83,45,83,63,57,59,13,36,90
Edouard Julien,666397,2023,72,20,51,68,83,48,86,55,70,26,41,8,98
Chris Taylor,621035,2023,30,10,35,60,29,29,62,7,28,3,73,5,78
Alec Bohm,664761,2023,71,93,69,44,74,45,23,52,55,89,32,88,32
Adam Duvall,594807,2023,21,3,60,84,3,48,85,39,39,18,56,9,21
Ty France,664034,2023,70,75,45,35,82,61,34,18,35,69,7,77,24
Jake Rogers,668670,2023,44,16,68,83,13,42,78,71,73,15,46,5,39
Zach Neto,687263,2023,,,,,,,,,,,59,,
Francisco Lindor,596019,2023,74,51,71,73,71,87,67,79,65,64,71,62,64
Jorge Polanco,593871,2023,76,42,82,86,59,54,88,32,49,50,55,27,76
Andruw Monasterio,655316,2023,,,,,,,,,,,67,,
Jake McCarthy,664983,2023,,,,,,,,,,,98,,
Austin Riley,663586,2023,89,80,92,90,74,98,89,93,89,36,69,34,47
Andrew Benintendi,643217,2023,29,75,21,9,63,11,5,10,4,83,47,91,49
Jake Meyers,676694,2023,9,5,12,30,7,11,29,5,5,40,92,26,39
Julio Rodríguez,677594,2023,72,82,79,72,59,92,77,95,95,32,96,33,26
Akil Baddoo,668731,2023,18,8,19,37,29,11,28,25,25,51,91,30,84
Mookie Betts,605141,2023,97,95,97,95,97,95,82,94,86,92,47,88,93
Yoán Moncada,660162,2023,33,56,49,47,19,32,64,52,37,19,28,12,13
Christian Bethancourt,542194,2023,,,,,,,,,,,52,,
Joey Meneses,608841,2023,10,36,14,12,13,42,21,52,55,60,12,63,16
Patrick Bailey,672275,2023,32,41,45,49,19,32,63,37,33,43,22,17,17
Michael A. Taylor,572191,2023,25,10,56,77,4,58,88,25,32,9,85,3,28
Nick Senzel,669222,2023,,,,,,,,,,,75,,
Rowdy Tellez,642133,2023,25,26,21,23,34,26,52,60,47,69,1,33,70
Oswaldo Cabrera,665828,2023,,,,,,,,,,,63,,
Luke Raley,670042,2023,53,14,62,78,31,54,84,77,74,1,87,7,32
Kris Bryant,592178,2023,,,,,,,,,,,28,,
Mike Yastrzemski,573262,2023,51,19,44,65,54,32,62,63,67,60,40,25,84
Owen Miller,680911,2023,,,,,,,,,,,90,,
Trea Turner,607208,2023,55,69,67,60,43,77,50,60,58,25,99,53,24
Martín Maldonado,455117,2023,1,1,12,47,1,26,51,32,45,7,1,2,37
George Springer,543807,2023,58,66,47,40,64,70,42,29,44,67,62,73,54
Kyle Isbel,664728,2023,,,,,,,,,,,55,,
Joey Wendle,621563,2023,,,,,,,,,,,61,,
Adley Rutschman,668939,2023,93,94,77,56,96,68,39,32,35,94,40,90,91
Xander Bogaerts,593428,2023,37,51,35,32,51,54,27,19,18,75,57,84,49
Kyle Tucker,663656,2023,95,94,93,88,94,89,68,68,75,86,32,94,85
Jazz Chisholm Jr.,665862,2023,26,12,55,75,4,50,79,69,56,4,78,10,30
Ryan Noda,676116,2023,61,5,28,58,80,58,85,79,71,2,49,2,98
Bryson Stott,681082,2023,28,72,25,13,41,32,14,25,19,95,88,87,19
Josh Rojas,668942,2023,6,16,4,8,11,4,9,14,7,57,35,41,39
Nick Fortes,663743,2023,,,,,,,,,,,56,,
Aaron Judge,592450,2023,100,92,100,100,100,98,100,100,100,2,33,16,100
Connor Wong,657136,2023,4,4,14,34,1,30,56,44,30,12,76,4,12
Ozzie Albies,645277,2023,68,69,77,72,51,77,48,37,37,74,54,85,33
Nolan Jones,666134,2023,85,41,88,92,79,70,94,65,53,14,78,13,88
Jarred Kelenic,672284,2023,60,66,58,48,68,32,59,75,73,9,66,7,68
Jorge Mateo,622761,2023,11,28,19,20,9,9,20,32,34,36,99,37,23
Jarren Duran,680776,2023,38,74,35,23,49,9,20,60,77,55,96,30,26
Seth Brown,664913,2023,45,24,69,81,17,54,79,72,79,17,51,23,41
Ildemaro Vargas,545121,2023,,,,,,,,,,,40,,
Elly De La Cruz,682829,2023,20,28,27,35,23,29,51,79,75,23,100,3,46
Brett Baty,683146,2023,17,24,24,31,16,25,42,55,69,16,49,18,38
Ji Hwan Bae,678225,2023,1,10,1,1,9,1,2,25,25,55,97,32,44
Christian Vázquez,543877,2023,2,14,4,7,5,3,7,11,14,43,8,41,33
Starling Marte,516782,2023,30,61,35,27,32,11,23,28,41,38,44,61,4
Giancarlo Stanton,519317,2023,51,9,75,89,19,73,94,96,86,7,4,12,68
Ramón Laureano,657656,2023,26,19,23,32,29,37,62,28,20,27,64,18,46
Gleyber Torres,650402,2023,85,88,80,70,83,76,44,58,47,70,27,91,70
Gavin Sheets,657757,2023,1,3,8,18,3,9,19,25,13,70,31,67,44
Matt McLain,680574,2023,58,53,60,60,53,45,70,50,59,35,90,16,39
Vladimir Guerrero Jr.,665489,2023,94,96,87,74,92,91,72,91,89,63,27,90,67
Nick Madrigal,663611,2023,,,,,,,,,,,64,,
Kyle Farmer,571657,2023,32,44,38,38,32,19,32,8,14,62,31,38,21
Paul DeJong,657557,2023,6,9,14,28,2,19,32,2,15,5,37,11,10
Joey Wiemer,686894,2023,11,2,18,41,8,32,56,50,39,9,89,17,54
Aledmys Díaz,649557,2023,3,22,4,5,9,2,4,20,16,67,18,67,6
Brenton Doyle,686668,2023,1,1,9,30,1,30,52,29,19,4,98,1,8
Mike Tauchman,643565,2023,72,72,34,22,93,11,22,32,45,53,49,55,94
Jesús Sánchez,660821,2023,79,75,80,75,74,58,79,71,77,22,54,23,61
Jean Segura,516416,2023,,,,,,,,,,,52,,
